"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Cumberland County, PA"	"42041"	2369	248506	9.533	6.934
	"Dauphin County, PA"	"42043"	2568	273707	9.382	7.608
	"Delaware County, PA"	"42045"	5618	563402	9.972	7.715
	"Elk County, PA"	"42047"	391	30480	12.828	8.053
	"Erie County, PA"	"42049"	2945	276207	10.662	8.225
	"Fayette County, PA"	"42051"	1834	132733	13.817	9.223
	"Forest County, PA"	"42053"	87	7321	11.884	8.389
	"Franklin County, PA"	"42055"	1584	153851	10.296	7.305
	"Fulton County, PA"	"42057"	164	14640	11.202	8.385
	"Greene County, PA"	"42059"	451	37197	12.125	9.255
	"Huntingdon County, PA"	"42061"	469	45634	10.277	7.353
	"Indiana County, PA"	"42063"	950	86364	11.000	8.108
	"Jefferson County, PA"	"42065"	538	44073	12.207	8.024
	"Juniata County, PA"	"42067"	266	24863	10.699	7.146
	"Lackawanna County, PA"	"42069"	2632	211321	12.455	8.362
	"Lancaster County, PA"	"42071"	5121	538500	9.510	6.928
	"Lawrence County, PA"	"42073"	1210	87294	13.861	8.826
	"Lebanon County, PA"	"42075"	1486	138863	10.701	7.326
	"Lehigh County, PA"	"42077"	3400	363147	9.363	7.126
	"Luzerne County, PA"	"42079"	3922	316383	12.396	8.398
	"Lycoming County, PA"	"42081"	1257	115248	10.907	7.744
	"Mc Kean County, PA"	"42083"	507	41883	12.105	8.262
	"Mercer County, PA"	"42085"	1463	112913	12.957	8.191
	"Mifflin County, PA"	"42087"	516	46342	11.135	7.205
	"Monroe County, PA"	"42089"	1479	166098	8.904	7.676
	"Montgomery County, PA"	"42091"	7534	821725	9.169	6.496
	"Montour County, PA"	"42093"	239	18343	13.029	7.682
	"Northampton County, PA"	"42095"	2970	302294	9.825	6.788
	"Northumberland County, PA"	"42097"	1169	92541	12.632	8.274
	"Perry County, PA"	"42099"	467	45820	10.192	8.610
	"Philadelphia County, PA"	"42101"	14508	1567872	9.253	8.893
	"Pike County, PA"	"42103"	515	55562	9.269	6.400
	"Potter County, PA"	"42105"	207	16885	12.259	7.540
	"Schuylkill County, PA"	"42107"	2052	143573	14.292	9.553
	"Snyder County, PA"	"42109"	349	40468	8.624	6.642
	"Somerset County, PA"	"42111"	986	75061	13.136	8.068
	"Sullivan County, PA"	"42113"	83	6137	13.525	7.326
	"Susquehanna County, PA"	"42115"	472	40862	11.551	7.701
	"Tioga County, PA"	"42117"	428	41467	10.321	7.079
	"Union County, PA"	"42119"	377	45565	8.274	5.957
	"Venango County, PA"	"42121"	623	52582	11.848	7.733
	"Warren County, PA"	"42123"	478	40025	11.943	7.384
	"Washington County, PA"	"42125"	2543	207981	12.227	8.296
	"Wayne County, PA"	"42127"	642	50710	12.660	8.729
	"Westmoreland County, PA"	"42129"	4604	355458	12.952	8.168
	"Wyoming County, PA"	"42131"	304	27521	11.046	7.744
	"York County, PA"	"42133"	4190	443744	9.442	7.494
	"Bristol County, RI"	"44001"	538	49067	10.965	6.653
	"Kent County, RI"	"44003"	1673	164614	10.163	7.003
	"Newport County, RI"	"44005"	816	82784	9.857	6.620
	"Providence County, RI"	"44007"	5612	633673	8.856	7.147
	"Washington County, RI"	"44009"	1096	126288	8.679	5.962
	"Abbeville County, SC"	"45001"	328	24872	13.188	9.324
	"Aiken County, SC"	"45003"	1718	167458	10.259	7.912
	"Allendale County, SC"	"45005"	109	9045	12.051	9.534
	"Anderson County, SC"	"45007"	2313	196569	11.767	9.459
	"Bamberg County, SC"	"45009"	196	14434	13.579	9.730
	"Barnwell County, SC"	"45011"	269	21483	12.522	10.313
	"Beaufort County, SC"	"45013"	1604	183149	8.758	5.666
	"Berkeley County, SC"	"45015"	1503	210898	7.127	7.780
	"Calhoun County, SC"	"45017"	165	14796	11.152	7.736
	"Charleston County, SC"	"45019"	3171	396484	7.998	7.116
	"Cherokee County, SC"	"45021"	617	56646	10.892	9.527
	"Chester County, SC"	"45023"	405	32181	12.585	10.024
	"Chesterfield County, SC"	"45025"	546	46013	11.866	10.040
	"Clarendon County, SC"	"45027"	382	33951	11.252	8.314
	"Colleton County, SC"	"45029"	542	37923	14.292	10.918
	"Darlington County, SC"	"45031"	869	67234	12.925	10.405
	"Dillon County, SC"	"45033"	401	30858	12.995	11.199
	"Dorchester County, SC"	"45035"	1180	153773	7.674	8.297
	"Edgefield County, SC"	"45037"	235	26358	8.916	7.260
	"Fairfield County, SC"	"45039"	291	22653	12.846	9.768
	"Florence County, SC"	"45041"	1516	138742	10.927	9.546
	"Georgetown County, SC"	"45043"	783	61399	12.753	8.428
	"Greenville County, SC"	"45045"	4424	498766	8.870	8.002
	"Greenwood County, SC"	"45047"	753	70133	10.737	8.216
	"Hampton County, SC"	"45049"	239	19922	11.997	9.830
	"Horry County, SC"	"45051"	3501	322342	10.861	8.321
	"Jasper County, SC"	"45053"	215	28465	7.553	6.316
	"Kershaw County, SC"	"45055"	697	64097	10.874	8.971
	"Lancaster County, SC"	"45057"	874	89594	9.755	7.693
	"Laurens County, SC"	"45059"	801	66777	11.995	9.321
	"Lee County, SC"	"45061"	267	17635	15.140	11.790
	"Lexington County, SC"	"45063"	2470	286196	8.630	7.914
	"McCormick County, SC"	"45065"	130	9643	13.481	8.773
	"Marion County, SC"	"45067"	417	31726	13.144	10.592
	"Marlboro County, SC"	"45069"	373	26945	13.843	11.721
	"Newberry County, SC"	"45071"	439	38079	11.529	8.735
	"Oconee County, SC"	"45073"	835	76355	10.936	7.839
	"Orangeburg County, SC"	"45075"	1040	87903	11.831	9.258
	"Pickens County, SC"	"45077"	1183	122863	9.629	8.528
	"Richland County, SC"	"45079"	3028	409549	7.393	7.980
	"Saluda County, SC"	"45081"	229	20197	11.338	8.001
	"Spartanburg County, SC"	"45083"	3047	301463	10.107	8.930
	"Sumter County, SC"	"45085"	1122	107396	10.447	9.139
	"Union County, SC"	"45087"	428	27673	15.466	11.304
	"Williamsburg County, SC"	"45089"	405	31955	12.674	9.427
	"York County, SC"	"45091"	2070	258526	8.007	8.111
	"Aurora County, SD"	"46003"	20	2736	7.310	4.126
	"Beadle County, SD"	"46005"	195	18101	10.773	7.473
	"Bennett County, SD"	"46007"	45	3460	13.006	13.379
	"Bon Homme County, SD"	"46009"	75	6984	10.739	6.270
	"Brookings County, SD"	"46011"	202	34135	5.918	6.711
	"Brown County, SD"	"46013"	376	39128	9.609	6.900
	"Brule County, SD"	"46015"	60	5238	11.455	7.965
	"Buffalo County, SD"	"46017"	32	2043	15.663	21.210
	"Butte County, SD"	"46019"	98	10205	9.603	6.659
	"Campbell County, SD"	"46021"	13	1378	9.434 (Unreliable)	7.516 (Unreliable)
	"Charles Mix County, SD"	"46023"	113	9396	12.026	9.028
	"Clark County, SD"	"46025"	47	3656	12.856	8.001
	"Clay County, SD"	"46027"	105	14086	7.454	8.158
	"Codington County, SD"	"46029"	241	28063	8.588	6.470
	"Corson County, SD"	"46031"	51	4132	12.343	13.576
	"Custer County, SD"	"46033"	108	8596	12.564	7.461
	"Davison County, SD"	"46035"	225	19903	11.305	7.426
	"Day County, SD"	"46037"	76	5571	13.642	7.450
	"Deuel County, SD"	"46039"	47	4231	11.108	6.681
	"Dewey County, SD"	"46041"	52	5742	9.056	11.013
	"Douglas County, SD"	"46043"	42	2932	14.325	5.620
	"Edmunds County, SD"	"46045"	43	3952	10.881	6.597
	"Fall River County, SD"	"46047"	115	6849	16.791	9.617
	"Faulk County, SD"	"46049"	31	2354	13.169	7.081
	"Grant County, SD"	"46051"	91	7148	12.731	7.449
	"Gregory County, SD"	"46053"	59	4171	14.145	7.136
	"Haakon County, SD"	"46055"	22	1892	11.628	5.726
	"Hamlin County, SD"	"46057"	73	6028	12.110	8.410
	"Hand County, SD"	"46059"	49	3319	14.763	6.656
	"Hanson County, SD"	"46061"	23	3374	6.817	9.531
	"Harding County, SD"	"46063"	Suppressed	1278	Suppressed	Suppressed
	"Hughes County, SD"	"46065"	147	17600	8.352	6.438
	"Hutchinson County, SD"	"46067"	116	7368	15.744	6.748
	"Hyde County, SD"	"46069"	28	1352	20.710	11.132
	"Jackson County, SD"	"46071"	37	3326	11.124	9.876
	"Jerauld County, SD"	"46073"	26	2004	12.974	6.317
	"Jones County, SD"	"46075"	Suppressed	927	Suppressed	Suppressed
	"Kingsbury County, SD"	"46077"	68	5001	13.597	7.407
	"Lake County, SD"	"46079"	126	12909	9.761	6.626
	"Lawrence County, SD"	"46081"	237	25281	9.375	6.423
	"Lincoln County, SD"	"46083"	260	54469	4.773	5.094
	"Lyman County, SD"	"46085"	40	3894	10.272	9.972
	"McCook County, SD"	"46087"	72	5625	12.800	8.237
	"McPherson County, SD"	"46089"	40	2438	16.407	6.997
	"Marshall County, SD"	"46091"	63	4801	13.122	9.030
	"Meade County, SD"	"46093"	193	27693	6.969	6.616
	"Mellette County, SD"	"46095"	28	2102	13.321	12.082
	"Miner County, SD"	"46097"	38	2281	16.659	8.682
	"Minnehaha County, SD"	"46099"	1384	187318	7.389	7.012
	"Moody County, SD"	"46101"	48	6505	7.379	5.253
	"Pennington County, SD"	"46103"	903	109372	8.256	6.580
	"Perkins County, SD"	"46105"	42	2983	14.080	6.583
	"Potter County, SD"	"46107"	39	2299	16.964	8.639
	"Roberts County, SD"	"46109"	111	10255	10.824	8.031
	"Sanborn County, SD"	"46111"	28	2396	11.686	6.976
	"Shannon County, SD"	"46113"	163	14415	11.308	16.193
	"Spink County, SD"	"46115"	83	6420	12.928	7.877
	"Stanley County, SD"	"46117"	24	2993	8.019	6.201
	"Sully County, SD"	"46119"	Suppressed	1421	Suppressed	Suppressed
	"Todd County, SD"	"46121"	94	10155	9.257	12.532
	"Tripp County, SD"	"46123"	82	5492	14.931	8.547
	"Turner County, SD"	"46125"	109	8317	13.106	7.388
	"Union County, SD"	"46127"	121	14934	8.102	6.467
	"Walworth County, SD"	"46129"	87	5610	15.508	8.397
	"Yankton County, SD"	"46135"	240	22616	10.612	7.091
	"Ziebach County, SD"	"46137"	17	2801	6.069 (Unreliable)	9.035 (Unreliable)
	"Anderson County, TN"	"47001"	911	75936	11.997	8.382
	"Bedford County, TN"	"47003"	544	47484	11.456	10.580
	"Benton County, TN"	"47005"	268	16014	16.735	10.928
	"Bledsoe County, TN"	"47007"	128	14675	8.722	7.000
	"Blount County, TN"	"47009"	1437	128670	11.168	8.286
	"Bradley County, TN"	"47011"	1012	104490	9.685	8.193
	"Campbell County, TN"	"47013"	618	39714	15.561	11.598
	"Cannon County, TN"	"47015"	169	14027	12.048	9.093
	"Carroll County, TN"	"47017"	411	28092	14.630	10.395
	"Carter County, TN"	"47019"	745	56502	13.185	9.140
	"Cheatham County, TN"	"47021"	411	39880	10.306	10.149
	"Chester County, TN"	"47023"	190	17453	10.886	8.763
	"Claiborne County, TN"	"47025"	463	31757	14.579	11.212
	"Clay County, TN"	"47027"	123	7752	15.867	10.731
	"Cocke County, TN"	"47029"	527	35219	14.964	11.197
	"Coffee County, TN"	"47031"	671	54682	12.271	9.877
	"Crockett County, TN"	"47033"	186	14411	12.907	9.731
	"Cumberland County, TN"	"47035"	813	58655	13.861	7.985
	"Davidson County, TN"	"47037"	5433	684410	7.938	8.455
	"Decatur County, TN"	"47039"	181	11769	15.379	9.390
	"DeKalb County, TN"	"47041"	255	19361	13.171	10.772
	"Dickson County, TN"	"47043"	596	52170	11.424	10.044
	"Dyer County, TN"	"47045"	517	37708	13.711	11.087
	"Fayette County, TN"	"47047"	451	39590	11.392	8.437
	"Fentress County, TN"	"47049"	259	18033	14.363	10.545
	"Franklin County, TN"	"47051"	509	41700	12.206	9.053
	"Gibson County, TN"	"47053"	734	49401	14.858	11.168
	"Giles County, TN"	"47055"	363	29307	12.386	9.147
	"Grainger County, TN"	"47057"	286	23072	12.396	9.916
	"Greene County, TN"	"47059"	960	68615	13.991	10.296
	"Grundy County, TN"	"47061"	225	13389	16.805	12.245
	"Hamblen County, TN"	"47063"	762	63785	11.946	9.433
	"Hamilton County, TN"	"47065"	3551	357738	9.926	7.909
	"Hancock County, TN"	"47067"	94	6577	14.292	11.779
	"Hardeman County, TN"	"47069"	338	25435	13.289	10.804
	"Hardin County, TN"	"47071"	383	25679	14.915	10.223
	"Hawkins County, TN"	"47073"	736	56563	13.012	9.804
	"Haywood County, TN"	"47075"	211	17853	11.819	9.106
	"Henderson County, TN"	"47077"	345	27822	12.400	10.012
	"Henry County, TN"	"47079"	480	32310	14.856	9.800
	"Hickman County, TN"	"47081"	294	24295	12.101	10.340
	"Houston County, TN"	"47083"	127	8134	15.613	11.232
	"Humphreys County, TN"	"47085"	230	18347	12.536	9.389
	"Jackson County, TN"	"47087"	145	11566	12.537	8.573
	"Jefferson County, TN"	"47089"	628	53535	11.731	8.926
	"Johnson County, TN"	"47091"	250	17754	14.081	10.076
	"Knox County, TN"	"47093"	4413	456132	9.675	8.473
	"Lake County, TN"	"47095"	109	7560	14.418	12.569
	"Lauderdale County, TN"	"47097"	329	26773	12.288	11.574
	"Lawrence County, TN"	"47099"	528	43081	12.256	9.730
	"Lewis County, TN"	"47101"	144	11904	12.097	8.871
	"Lincoln County, TN"	"47103"	436	33645	12.959	9.887
	"Loudon County, TN"	"47105"	679	51454	13.196	8.637
	"McMinn County, TN"	"47107"	691	52850	13.075	9.749
	"McNairy County, TN"	"47109"	384	25935	14.806	10.953
	"Macon County, TN"	"47111"	257	23450	10.959	9.524
	"Madison County, TN"	"47113"	1048	97663	10.731	8.870
	"Marion County, TN"	"47115"	392	28446	13.780	10.325
	"Marshall County, TN"	"47117"	353	31915	11.061	9.903
	"Maury County, TN"	"47119"	976	89981	10.847	9.513
	"Meigs County, TN"	"47121"	174	12005	14.494	11.366
	"Monroe County, TN"	"47123"	572	45970	12.443	9.627
	"Montgomery County, TN"	"47125"	1248	195734	6.376	8.722
	"Moore County, TN"	"47127"	59	6323	9.331	6.416
	"Morgan County, TN"	"47129"	251	21554	11.645	9.949
	"Obion County, TN"	"47131"	348	30578	11.381	8.267
	"Overton County, TN"	"47133"	310	22051	14.058	10.436
	"Perry County, TN"	"47135"	124	7964	15.570	11.222
	"Pickett County, TN"	"47137"	75	5142	14.586	8.512
	"Polk County, TN"	"47139"	212	16772	12.640	9.194
	"Putnam County, TN"	"47141"	850	75931	11.194	9.634
	"Rhea County, TN"	"47143"	416	32442	12.823	10.375
	"Roane County, TN"	"47145"	729	52874	13.787	9.166
	"Robertson County, TN"	"47147"	701	69165	10.135	9.664
	"Rutherford County, TN"	"47149"	1941	308251	6.297	7.853
	"Scott County, TN"	"47151"	265	21947	12.075	10.723
	"Sequatchie County, TN"	"47153"	160	14897	10.740	7.938
	"Sevier County, TN"	"47155"	1063	96673	10.996	8.819
	"Shelby County, TN"	"47157"	8129	934603	8.698	8.681
	"Smith County, TN"	"47159"	210	19447	10.799	9.951
	"Stewart County, TN"	"47161"	163	13182	12.365	9.510
	"Sullivan County, TN"	"47163"	2013	156667	12.849	8.764
	"Sumner County, TN"	"47165"	1589	180063	8.825	7.998
	"Tipton County, TN"	"47167"	627	61303	10.228	10.027
	"Trousdale County, TN"	"47169"	111	8271	13.420	12.090
	"Unicoi County, TN"	"47171"	284	17719	16.028	10.151
	"Union County, TN"	"47173"	204	19140	10.658	9.340
	"Van Buren County, TN"	"47175"	99	5689	17.402	12.982
	"Warren County, TN"	"47177"	526	40516	12.983	10.349
	"Washington County, TN"	"47179"	1408	127440	11.048	8.832
	"Wayne County, TN"	"47181"	214	16713	12.804	9.482
	"Weakley County, TN"	"47183"	394	33507	11.759	9.309
	"White County, TN"	"47185"	377	26653	14.145	10.156
	"Williamson County, TN"	"47187"	1214	219107	5.541	5.900
	"Wilson County, TN"	"47189"	1088	132781	8.194	7.681
	"Anderson County, TX"	"48001"	651	57734	11.276	10.535
	"Andrews County, TX"	"48003"	109	17760	6.137	7.263
	"Angelina County, TX"	"48005"	907	87791	10.331	8.765
	"Aransas County, TX"	"48007"	339	25721	13.180	7.865
	"Archer County, TX"	"48009"	100	8703	11.490	8.930
	"Armstrong County, TX"	"48011"	27	1876	14.392	10.972
	"Atascosa County, TX"	"48013"	378	48797	7.746	7.290
	"Austin County, TX"	"48015"	287	29758	9.644	7.378
	"Bailey County, TX"	"48017"	75	7181	10.444	9.351
	"Bandera County, TX"	"48019"	215	21776	9.873	6.176
	"Bastrop County, TX"	"48021"	702	82733	8.485	8.279
	"Baylor County, TX"	"48023"	66	3697	17.852	9.935
	"Bee County, TX"	"48025"	249	32750	7.603	8.085
	"Bell County, TX"	"48027"	2164	340411	6.357	7.542
	"Bexar County, TX"	"48029"	13216	1928680	6.852	7.312
	"Blanco County, TX"	"48031"	135	11392	11.850	7.678
	"Borden County, TX"	"48033"	Suppressed	633	Suppressed	Suppressed
	"Bosque County, TX"	"48035"	258	18097	14.257	8.611
	"Bowie County, TX"	"48037"	954	93860	10.164	8.439
	"Brazoria County, TX"	"48039"	2388	354195	6.742	7.598
	"Brazos County, TX"	"48041"	959	220417	4.351	6.254
	"Brewster County, TX"	"48043"	89	9200	9.674	6.848
	"Briscoe County, TX"	"48045"	25	1474	16.961	10.637
	"Brooks County, TX"	"48047"	69	7214	9.565	7.305
	"Brown County, TX"	"48049"	503	38271	13.143	9.463
	"Burleson County, TX"	"48051"	246	17760	13.851	9.432
	"Burnet County, TX"	"48053"	489	46243	10.575	7.087
	"Caldwell County, TX"	"48055"	329	41161	7.993	7.456
	"Calhoun County, TX"	"48057"	203	21965	9.242	7.669
	"Callahan County, TX"	"48059"	187	13820	13.531	9.476
	"Cameron County, TX"	"48061"	2728	422135	6.462	6.426
	"Camp County, TX"	"48063"	156	12867	12.124	9.925
	"Carson County, TX"	"48065"	58	6057	9.576	7.631
	"Cass County, TX"	"48067"	431	30375	14.189	9.389
	"Castro County, TX"	"48069"	50	7669	6.520	5.967
	"Chambers County, TX"	"48071"	281	39899	7.043	8.222
	"Cherokee County, TX"	"48073"	553	51668	10.703	8.966
	"Childress County, TX"	"48075"	89	7052	12.621	10.857
	"Clay County, TX"	"48077"	118	10193	11.577	7.884
	"Cochran County, TX"	"48079"	30	2882	10.409	9.481
	"Coke County, TX"	"48081"	56	3264	17.157	9.212
	"Coleman County, TX"	"48083"	122	8420	14.489	9.715
	"Collin County, TX"	"48085"	4208	939585	4.479	5.621
	"Collingsworth County, TX"	"48087"	39	3016	12.931	9.659
	"Colorado County, TX"	"48089"	263	21019	12.512	7.892
	"Comal County, TX"	"48091"	1152	134788	8.547	6.882
	"Comanche County, TX"	"48093"	171	13484	12.682	7.950
	"Concho County, TX"	"48095"	31	4279	7.245	6.368
	"Cooke County, TX"	"48097"	408	39266	10.391	8.062
	"Coryell County, TX"	"48099"	461	74686	6.173	8.166
	"Cottle County, TX"	"48101"	26	1402	18.545	12.027
	"Crane County, TX"	"48103"	27	4830	5.590	5.563
	"Crockett County, TX"	"48105"	35	3675	9.524	8.230
	"Crosby County, TX"	"48107"	66	5992	11.015	8.265
	"Culberson County, TX"	"48109"	24	2198	10.919	7.930
	"Dallam County, TX"	"48111"	48	7056	6.803	9.172
	"Dallas County, TX"	"48113"	16048	2574984	6.232	7.408
	"Dawson County, TX"	"48115"	126	13111	9.610	8.230
	"Deaf Smith County, TX"	"48117"	150	18830	7.966	7.842
	"Delta County, TX"	"48119"	71	5215	13.615	9.876
	"Denton County, TX"	"48121"	3627	806180	4.499	6.225
	"DeWitt County, TX"	"48123"	271	20865	12.988	8.747
	"Dickens County, TX"	"48125"	28	2184	12.821	8.433
	"Dimmit County, TX"	"48127"	98	10794	9.079	8.097
	"Donley County, TX"	"48129"	53	3405	15.565	9.778
	"Duval County, TX"	"48131"	121	11428	10.588	8.339
	"Eastland County, TX"	"48133"	263	18274	14.392	9.344
	"Ector County, TX"	"48135"	1170	157462	7.430	9.076
	"Edwards County, TX"	"48137"	24	1911	12.559	7.618
	"Ellis County, TX"	"48139"	1228	168499	7.288	7.829
	"El Paso County, TX"	"48141"	5218	837918	6.227	6.456
	"Erath County, TX"	"48143"	352	41659	8.450	8.119
	"Falls County, TX"	"48145"	193	17273	11.174	8.803
	"Fannin County, TX"	"48147"	461	34031	13.546	10.200
	"Fayette County, TX"	"48149"	298	25149	11.849	6.700
	"Fisher County, TX"	"48151"	48	3854	12.455	7.221
	"Floyd County, TX"	"48153"	64	5917	10.816	7.553
	"Foard County, TX"	"48155"	20	1183	16.906	10.545
	"Fort Bend County, TX"	"48157"	3160	741237	4.263	5.359
	"Franklin County, TX"	"48159"	123	10607	11.596	8.327
	"Freestone County, TX"	"48161"	194	19624	9.886	7.192
	"Frio County, TX"	"48163"	128	18956	6.752	7.502
	"Gaines County, TX"	"48165"	120	20478	5.860	7.676
	"Galveston County, TX"	"48167"	2776	329431	8.427	8.123
	"Garza County, TX"	"48169"	33	6442	5.123	5.522
	"Gillespie County, TX"	"48171"	357	26521	13.461	6.538
	"Glasscock County, TX"	"48173"	Suppressed	1314	Suppressed	Suppressed
	"Goliad County, TX"	"48175"	104	7517	13.835	9.589
	"Gonzales County, TX"	"48177"	214	20876	10.251	8.458
	"Gray County, TX"	"48179"	260	22725	11.441	9.642
	"Grayson County, TX"	"48181"	1357	128235	10.582	8.469
	"Gregg County, TX"	"48183"	1250	123745	10.101	8.808
	"Grimes County, TX"	"48185"	283	27671	10.227	8.420
	"Guadalupe County, TX"	"48187"	1096	155265	7.059	6.957
	"Hale County, TX"	"48189"	308	34263	8.989	8.896
	"Hall County, TX"	"48191"	43	3138	13.703	8.282
	"Hamilton County, TX"	"48193"	149	8304	17.943	9.807
	"Hansford County, TX"	"48195"	46	5538	8.306	7.282
	"Hardeman County, TX"	"48197"	49	3906	12.545	8.953
	"Hardin County, TX"	"48199"	610	56322	10.831	9.305
	"Harris County, TX"	"48201"	25997	4589928	5.664	7.036
	"Harrison County, TX"	"48203"	692	66534	10.401	8.910
	"Hartley County, TX"	"48205"	52	5747	9.048	7.015
	"Haskell County, TX"	"48207"	85	5681	14.962	9.701
	"Hays County, TX"	"48209"	1088	204470	5.321	6.861
	"Hemphill County, TX"	"48211"	37	4129	8.961	8.402
	"Henderson County, TX"	"48213"	1081	79901	13.529	9.296
	"Hidalgo County, TX"	"48215"	4341	849843	5.108	5.901
	"Hill County, TX"	"48217"	453	35077	12.914	9.047
	"Hockley County, TX"	"48219"	215	23275	9.237	8.927
	"Hood County, TX"	"48221"	676	56857	11.889	7.380
	"Hopkins County, TX"	"48223"	363	36400	9.973	7.707
	"Houston County, TX"	"48225"	302	22754	13.272	8.902
	"Howard County, TX"	"48227"	366	36708	9.971	9.617
	"Hudspeth County, TX"	"48229"	23	4053	5.675	5.229
	"Hunt County, TX"	"48231"	927	92073	10.068	8.795
	"Hutchinson County, TX"	"48233"	242	21511	11.250	9.494
	"Irion County, TX"	"48235"	15	1557	9.634 (Unreliable)	6.801 (Unreliable)
	"Jack County, TX"	"48237"	103	8744	11.780	9.868
	"Jackson County, TX"	"48239"	151	14869	10.155	7.961
	"Jasper County, TX"	"48241"	419	35648	11.754	9.106
	"Jeff Davis County, TX"	"48243"	15	2200	6.818 (Unreliable)	3.297 (Unreliable)
	"Jefferson County, TX"	"48245"	2549	254679	10.009	9.092
	"Jim Hogg County, TX"	"48247"	46	5146	8.939	9.418
	"Jim Wells County, TX"	"48249"	369	41149	8.967	8.280
	"Johnson County, TX"	"48251"	1418	163274	8.685	8.737
	"Jones County, TX"	"48253"	188	20009	9.396	8.466
	"Karnes County, TX"	"48255"	121	15254	7.932	6.968
	"Kaufman County, TX"	"48257"	918	118350	7.757	8.566
	"Kendall County, TX"	"48259"	379	42540	8.909	6.354
	"Kenedy County, TX"	"48261"	Suppressed	404	Suppressed	Suppressed
	"Kent County, TX"	"48263"	Suppressed	769	Suppressed	Suppressed
	"Kerr County, TX"	"48265"	724	51504	14.057	7.515
	"Kimble County, TX"	"48267"	55	4423	12.435	6.783
	"King County, TX"	"48269"	Suppressed	289	Suppressed	Suppressed
	"Kinney County, TX"	"48271"	29	3590	8.078	4.793
	"Kleberg County, TX"	"48273"	276	31690	8.709	8.797
	"Knox County, TX"	"48275"	52	3806	13.663	9.660
	"Lamar County, TX"	"48277"	564	49791	11.327	8.443
	"Lamb County, TX"	"48279"	162	13275	12.203	9.655
	"Lampasas County, TX"	"48281"	220	20760	10.597	7.650
	"La Salle County, TX"	"48283"	65	7613	8.538	8.699
	"Lavaca County, TX"	"48285"	248	19809	12.520	7.343
	"Lee County, TX"	"48287"	182	17055	10.671	8.199
	"Leon County, TX"	"48289"	211	17299	12.197	8.718
	"Liberty County, TX"	"48291"	829	81704	10.146	10.411
	"Limestone County, TX"	"48293"	263	23468	11.207	8.693
	"Lipscomb County, TX"	"48295"	28	3487	8.030	6.693
	"Live Oak County, TX"	"48297"	130	12056	10.783	7.423
	"Llano County, TX"	"48299"	300	20362	14.733	7.027
	"Loving County, TX"	"48301"	Suppressed	113	Suppressed	Suppressed
	"Lubbock County, TX"	"48303"	2438	303137	8.043	8.381
	"Lynn County, TX"	"48305"	62	5711	10.856	9.169
	"McCulloch County, TX"	"48307"	77	8172	9.422	5.767
	"McLennan County, TX"	"48309"	2033	247934	8.200	7.475
	"McMullen County, TX"	"48311"	Suppressed	804	Suppressed	Suppressed
	"Madison County, TX"	"48313"	134	13987	9.580	8.796
	"Marion County, TX"	"48315"	174	10147	17.148	11.227
	"Martin County, TX"	"48317"	42	5723	7.339	8.210
	"Mason County, TX"	"48319"	51	4111	12.406	7.203
	"Matagorda County, TX"	"48321"	426	37187	11.456	9.714
	"Maverick County, TX"	"48323"	403	57685	6.986	7.718
	"Medina County, TX"	"48325"	412	49283	8.360	7.267
	"Menard County, TX"	"48327"	41	2123	19.312	10.316
	"Midland County, TX"	"48329"	1096	162565	6.742	7.611
	"Milam County, TX"	"48331"	308	24871	12.384	8.517
	"Mills County, TX"	"48333"	68	4907	13.858	8.380
	"Mitchell County, TX"	"48335"	107	8720	12.271	11.446
	"Montague County, TX"	"48337"	258	19414	13.289	9.255
	"Montgomery County, TX"	"48339"	3627	556203	6.521	6.880
	"Moore County, TX"	"48341"	141	22120	6.374	7.485
	"Morris County, TX"	"48343"	177	12593	14.055	10.133
	"Motley County, TX"	"48345"	16	1160	13.793 (Unreliable)	9.284 (Unreliable)
	"Nacogdoches County, TX"	"48347"	543	65806	8.252	8.162
	"Navarro County, TX"	"48349"	563	48523	11.603	9.500
	"Newton County, TX"	"48351"	158	14003	11.283	8.991
	"Nolan County, TX"	"48353"	175	14993	11.672	9.011
	"Nueces County, TX"	"48355"	2914	361350	8.064	7.602
	"Ochiltree County, TX"	"48357"	82	10306	7.957	9.482
	"Oldham County, TX"	"48359"	11	2076	5.299 (Unreliable)	4.798 (Unreliable)
	"Orange County, TX"	"48361"	995	84964	11.711	9.869
	"Palo Pinto County, TX"	"48363"	348	28053	12.405	9.576
	"Panola County, TX"	"48365"	293	23492	12.472	10.117
	"Parker County, TX"	"48367"	1152	129441	8.900	8.060
	"Parmer County, TX"	"48369"	69	9776	7.058	6.547
	"Pecos County, TX"	"48371"	131	15970	8.203	8.428
	"Polk County, TX"	"48373"	632	47916	13.190	10.943
	"Potter County, TX"	"48375"	1213	120832	10.039	10.056
	"Presidio County, TX"	"48377"	42	6958	6.036	4.207
	"Rains County, TX"	"48379"	154	11314	13.611	9.583
	"Randall County, TX"	"48381"	1083	132501	8.174	7.843
	"Reagan County, TX"	"48383"	39	3608	10.809	13.100
	"Real County, TX"	"48385"	61	3389	17.999	9.569
	"Red River County, TX"	"48387"	164	12207	13.435	8.587
	"Reeves County, TX"	"48389"	115	14921	7.707	7.855
	"Refugio County, TX"	"48391"	99	7321	13.523	9.670
	"Roberts County, TX"	"48393"	Suppressed	916	Suppressed	Suppressed
